Rk,Player,Pos,Age,PTS,AST,STL,BLK,Tm,G,GS,MP
404,Larry Nance Jr.,PF,29,7,1.8,0.9,0.4,TOT,46,11,22.6
404,Larry Nance Jr.,PF,29,6.9,2,1,0.4,POR,37,11,23.2
404,Larry Nance Jr.,PF,29,7.3,0.9,0.6,0.8,NOP,9,0,20.2
405,RJ Nembhard Jr.,SG,22,1.1,0.9,0.1,0,CLE,14,0,4.5
406,Aaron Nesmith,SF,22,3.8,0.4,0.4,0.1,BOS,52,3,11
407,Raul Neto,PG,29,7.5,3.1,0.8,0,WAS,70,19,19.6
408,Malik Newman,PG,24,8,1,0,0,CLE,1,0,8
409,Georges Niang,PF,28,9.2,1.3,0.4,0.2,PHI,76,7,22.8
410,Daishen Nix,SG,19,3.2,1.7,0.6,0,HOU,24,0,10.9
411,Zeke Nnaji,PF,21,6.6,0.4,0.4,0.3,DEN,41,1,17
412,Nerlens Noel,C,27,3.4,0.9,1.2,1.2,NYK,25,11,22.5
413,Jaylen Nowell,SG,22,8.5,2.1,0.4,0.2,MIN,62,1,15.7
414,Frank Ntilikina,PG,23,4.1,1.2,0.5,0.1,DAL,58,5,11.8
415,Jusuf Nurkić,C,27,15,2.8,1.1,0.6,POR,56,56,28.2
416,David Nwaba,SF,29,5.1,0.8,0.6,0.4,HOU,46,4,13.2
417,Jordan Nwora,SF,23,7.9,1,0.4,0.3,MIL,62,13,19.1
418,Royce O'Neale,SF,28,7.4,2.5,1.1,0.4,UTA,77,77,31.2
419,Semi Ojeleye,PF,27,3.3,0.3,0.2,0.2,TOT,30,0,13.5
419,Semi Ojeleye,PF,27,2.9,0.3,0.3,0.3,MIL,20,0,15.4
419,Semi Ojeleye,PF,27,4.1,0.4,0.2,0.1,LAC,10,0,9.8
420,Chuma Okeke,PF,23,8.6,1.7,1.4,0.6,ORL,70,20,25
421,Josh Okogie,SG,23,2.7,0.5,0.5,0.2,MIN,49,6,10.5
422,Onyeka Okongwu,C,21,8.2,1.1,0.6,1.3,ATL,48,6,20.7
423,Isaac Okoro,SF,21,8.8,1.8,0.8,0.3,CLE,67,61,29.6
424,KZ Okpala,PF,22,3.7,0.7,0.2,0.3,MIA,21,0,11.6
425,Victor Oladipo,SG,29,12.4,3.5,0.6,0.1,MIA,8,1,21.6
426,Cameron Oliver,SF,25,11.5,1.5,0.5,0.5,ATL,2,0,21.5
427,Kelly Olynyk,C,30,9.1,2.8,0.8,0.5,DET,40,1,19.1
428,Eugene Omoruyi,SF,24,1.8,0.5,0,0,DAL,4,0,4.5
429,Miye Oni,SG,24,0.3,0.3,0,0,UTA,16,0,2.8
430,Cedi Osman,SF,26,10.7,2,0.8,0.2,CLE,66,3,22.2
431,Daniel Oturu,C,22,3,0,0,0.7,TOR,3,0,9
432,Kelly Oubre Jr.,SF,26,15,1.1,1,0.4,CHO,76,13,26.3
433,Jaysean Paige,PG,27,0,1,0,0,DET,1,0,7
434,Trayvon Palmer,SG,27,0,0,0,0,DET,1,0,17
435,Kevin Pangos,PG,29,1.6,1.3,0.1,0,CLE,24,3,6.9
436,Jabari Parker,PF,26,4.4,0.5,0.3,0.1,BOS,12,0,9.3
437,Eric Paschall,PF,25,5.8,0.6,0.2,0.1,UTA,58,3,12.7
438,Chris Paul,PG,36,14.7,10.8,1.9,0.3,PHO,65,65,32.9
439,Cameron Payne,PG,27,10.8,4.9,0.7,0.3,PHO,58,12,22
440,Elfrid Payton,PG,27,3,2,0.5,0.1,PHO,50,1,11
441,Gary Payton II,PG,29,7.1,0.9,1.4,0.3,GSW,71,16,17.6
442,Norvel Pelle,C,28,2,0,0,0.3,UTA,3,0,6.3
443,Reggie Perry,PF,21,9.2,1.2,0.9,0.6,TOT,10,1,18.7
443,Reggie Perry,PF,21,10,1.3,1,0.7,POR,9,1,19.7
443,Reggie Perry,PF,21,2,0,0,0,IND,1,0,10
444,Jamorko Pickett,PF,24,3.8,0.5,0,0.5,DET,13,0,13.5
445,Theo Pinson,SF,26,2.5,0.9,0.3,0.1,DAL,19,0,7.8
446,Mason Plumlee,C,31,6.5,3.1,0.8,0.7,CHO,73,73,24.6
447,Jakob Poeltl,C,26,13.5,2.8,0.7,1.7,SAS,68,67,29
448,Aleksej Pokusevski,PF,20,7.6,2.1,0.6,0.6,OKC,61,12,20.2
449,Yves Pons,SF,22,1.1,0.1,0.1,0.3,MEM,12,0,5.9
450,Jordan Poole,SG,22,18.5,4,0.8,0.3,GSW,76,51,30
451,Kevin Porter Jr.,PG,21,15.6,6.2,1.1,0.4,HOU,61,61,31.3
452,Michael Porter Jr.,SF,23,9.9,1.9,1.1,0.2,DEN,9,9,29.4
453,Otto Porter Jr.,PF,28,8.2,1.5,1.1,0.5,GSW,63,15,22.2
454,Bobby Portis,C,26,14.6,1.2,0.7,0.7,MIL,72,59,28.2
455,Kristaps Porziņģis,PF,26,20.2,2.3,0.7,1.6,TOT,51,51,29
455,Kristaps Porziņģis,PF,26,19.2,2,0.7,1.7,DAL,34,34,29.5
455,Kristaps Porziņģis,PF,26,22.1,2.9,0.7,1.5,WAS,17,17,28.2
456,Micah Potter,C,23,4,0,0.3,0.3,DET,3,0,10.3
457,Dwight Powell,C,30,8.7,1.2,0.5,0.5,DAL,82,71,21.9
458,Myles Powell,PG,24,1.2,0.3,0.1,0,PHI,11,0,4.7
459,Norman Powell,SF-SG,28,19,2.1,0.9,0.5,TOT,45,41,32.4
459,Norman Powell,SF,28,18.7,2.1,1,0.4,POR,40,39,33.3
459,Norman Powell,SG,28,21.4,2.8,0.4,0.8,LAC,5,2,25
460,Joshua Primo,SG,19,5.8,1.6,0.4,0.5,SAS,50,16,19.3
461,Taurean Prince,PF,27,7.3,1,0.7,0.3,MIN,69,8,17.1
462,Payton Pritchard,SG,24,6.2,2,0.4,0.1,BOS,71,2,14.1
463,Trevelin Queen,SG,24,4.3,0.4,0.5,0.1,HOU,10,0,7.4
464,Neemias Queta,C,22,3.2,0.4,0.1,0.6,SAC,14,0,8.6
465,Immanuel Quickley,PG,22,11.3,3.5,0.7,0,NYK,78,3,23.1
466,Jahmi'us Ramsey,SG,20,3.2,0.4,0.1,0.1,SAC,19,0,7.1
467,Julius Randle,PF,27,20.1,5.1,0.7,0.5,NYK,72,72,35.3
468,Austin Reaves,SG,23,7.3,1.8,0.5,0.3,LAL,61,19,23.2
469,Cam Reddish,SF,22,10.1,1,1,0.3,TOT,49,7,20.7
469,Cam Reddish,SF,22,11.9,1.1,1,0.3,ATL,34,7,23.4
469,Cam Reddish,SF,22,6.1,0.7,0.8,0.3,NYK,15,0,14.3
470,Davon Reed,SG,26,4.4,1.1,0.5,0.2,DEN,48,5,13.9
471,Paul Reed,C,22,3.1,0.4,0.9,0.4,PHI,38,2,7.9
472,Naz Reid,C,22,8.3,0.9,0.5,0.9,MIN,77,6,15.8
473,Nick Richards,C,24,3,0.3,0.2,0.4,CHO,50,5,7.3
474,Josh Richardson,SG,28,10.2,1.8,0.9,0.4,TOT,65,7,24.6
474,Josh Richardson,SG,28,9.7,1.5,0.8,0.5,BOS,44,0,24.7
474,Josh Richardson,SG,28,11.4,2.3,1,0.3,SAS,21,7,24.4
475,Austin Rivers,SG,29,6,1.3,0.8,0.1,DEN,67,18,22.1
476,Duncan Robinson,SG,27,10.9,1.6,0.5,0.2,MIA,79,68,25.9
477,Justin Robinson,PG,24,3.1,1.3,0.4,0,TOT,25,0,12.2
477,Justin Robinson,PG,24,2.8,1.2,0.5,0,MIL,17,0,11.6
477,Justin Robinson,PG,24,0.7,0.7,0,0,SAC,3,0,5
477,Justin Robinson,PG,24,5.6,1.8,0.2,0.2,DET,5,0,18.2
478,Mitchell Robinson,C,23,8.5,0.5,0.8,1.8,NYK,72,62,25.7
479,Jeremiah Robinson-Earl,C,21,7.5,1,0.6,0.3,OKC,49,36,22.2
480,Isaiah Roby,PF,23,10.1,1.6,0.8,0.8,OKC,45,28,21.1
481,Rajon Rondo,PG,35,4.8,4.4,0.8,0.2,TOT,39,1,17.9
481,Rajon Rondo,PG,35,3.1,3.7,0.7,0.3,LAL,18,0,16.1
481,Rajon Rondo,PG,35,6.2,4.9,0.9,0,CLE,21,1,19.4
482,Derrick Rose,PG,33,12,4,0.8,0.5,NYK,26,4,24.5
483,Terrence Ross,SG,30,10,1.8,0.4,0.2,ORL,63,0,23
484,Terry Rozier,SG,27,19.3,4.5,1.3,0.3,CHO,73,73,33.7
485,Ricky Rubio,PG,31,13.1,6.6,1.4,0.2,CLE,34,8,28.5
486,D'Angelo Russell,PG,25,18.1,7.1,1,0.3,MIN,65,65,32
487,Matt Ryan,SF,24,3,0,1,0,BOS,1,0,5
488,Domantas Sabonis,C-PF,25,18.9,5.2,1,0.4,TOT,62,61,34.5
488,Domantas Sabonis,C,25,18.9,5,1,0.5,IND,47,46,34.7
488,Domantas Sabonis,PF,25,18.9,5.8,0.9,0.3,SAC,15,15,33.6
489,Olivier Sarr,C,22,7,0.9,0.3,0.7,OKC,22,2,19.1
490,Tomáš Satoranský,SG,30,3.6,3.3,0.5,0.1,TOT,55,13,16.5
490,Tomáš Satoranský,SG,30,2.8,2.4,0.4,0,NOP,32,3,15
490,Tomáš Satoranský,SG,30,3,0,0,0,SAS,1,0,9
490,Tomáš Satoranský,SG,30,4.9,4.9,0.7,0.2,WAS,22,10,18.9
491,Jordan Schakel,SG,23,1.3,0,0.3,0,WAS,4,0,7.5
492,Admiral Schofield,SF,24,3.8,0.7,0.1,0.1,ORL,38,1,12.3
493,Dennis Schröder,SG-PG,28,13.5,4.6,0.8,0.1,TOT,64,29,28.7
493,Dennis Schröder,SG,28,14.4,4.2,0.8,0.1,BOS,49,25,29.2
493,Dennis Schröder,PG,28,10.9,5.9,0.8,0.2,HOU,15,4,26.9
494,Tre Scott,SF,25,3,0,0.5,0.5,CLE,2,0,5.5
495,Jay Scrubb,SG,21,2.7,0.4,0.2,0.2,LAC,18,0,6.7
496,Wayne Selden,SG,27,1.7,0.3,0,0,NYK,3,0,6.3
497,Alperen Şengün,C,19,9.6,2.6,0.8,0.9,HOU,72,13,20.7
498,Collin Sexton,SG,23,16,2.1,0.9,0,CLE,11,11,28.7
499,Landry Shamet,SG,24,8.3,1.6,0.4,0.1,PHO,69,14,20.8
500,Day'Ron Sharpe,PF,20,6.2,0.5,0.3,0.5,BRK,32,8,12.2
501,Pascal Siakam,PF,27,22.8,5.3,1.3,0.6,TOR,68,68,37.9
502,Chris Silva,PF,25,2.6,0.7,0,0.1,TOT,10,0,9.1
502,Chris Silva,PF,25,0,0,0,0,MIN,1,0,3
502,Chris Silva,PF,25,2.9,0.8,0,0.1,MIA,9,0,9.8
503,Marko Simonovic,C,22,1.9,0,0.1,0.1,CHI,9,0,3.9
504,Anfernee Simons,SG,22,17.3,3.9,0.5,0.1,POR,57,30,29.5
505,Zavier Simpson,PG,24,11,7.5,1.3,1,OKC,4,4,43.5
506,Jericho Sims,PF,23,2.2,0.5,0.3,0.5,NYK,41,5,13.5
507,Deividas Sirvydis,SG,21,1,0.3,1,0.3,DET,3,0,9
508,Javonte Smart,PG,22,3,0.9,0.4,0.2,TOT,17,1,11.8
508,Javonte Smart,PG,22,2.4,1.1,0.3,0.2,MIL,13,1,12.3
508,Javonte Smart,PG,22,5,0.5,0.5,0.3,MIA,4,0,10
509,Marcus Smart,PG,27,12.1,5.9,1.7,0.3,BOS,71,71,32.3
510,Dennis Smith Jr.,PG,24,5.6,3.6,1.2,0.3,POR,37,4,17.2
511,Ish Smith,PG,33,6.3,3.8,0.7,0.4,TOT,65,1,17.3
511,Ish Smith,PG,33,4.5,2.6,0.5,0.3,CHO,37,1,13.8
511,Ish Smith,PG,33,8.6,5.2,1,0.5,WAS,28,0,22
512,Jalen Smith,PF,21,9.2,0.5,0.3,0.8,TOT,51,8,18.1
512,Jalen Smith,PF,21,6,0.2,0.2,0.6,PHO,29,4,13.2
512,Jalen Smith,PF,21,13.4,0.8,0.4,1,IND,22,4,24.7
513,Xavier Sneed,SF,24,0.6,0.1,0,0,TOT,9,0,4.3
513,Xavier Sneed,SF,24,0,0,0,0,MEM,2,0,4
513,Xavier Sneed,SF,24,0.7,0.1,0,0,UTA,7,0,4.4
514,Tony Snell,SG,30,3.5,0.5,0.3,0.2,TOT,53,12,15.5
514,Tony Snell,SG,30,2.6,0.5,0.2,0.2,POR,38,10,14.4
514,Tony Snell,SG,30,5.9,0.5,0.5,0.1,NOP,15,2,18.5
515,Jaden Springer,SG,19,1,0,0,1,PHI,2,0,3
516,Cassius Stanley,SG,22,5.8,0.4,0.6,0.2,DET,9,1,17.2
517,Nik Stauskas,SG,28,2.3,0.3,0,0,TOT,8,0,4.9
517,Nik Stauskas,SG,28,5.5,0.5,0,0,MIA,2,0,12
517,Nik Stauskas,SG,28,1.2,0.2,0,0,BOS,6,0,2.5
518,Lance Stephenson,SG-SF,31,8.3,3.6,0.5,0.1,TOT,46,1,17.7
518,Lance Stephenson,SF,31,1.8,1.8,0,0,ATL,6,0,11.7
518,Lance Stephenson,SG,31,9.3,3.9,0.6,0.1,IND,40,1,18.6
519,Lamar Stevens,PF,24,6.1,0.7,0.5,0.3,CLE,63,13,16.1
520,Isaiah Stewart,C,20,8.3,1.2,0.3,1.1,DET,71,71,25.6
521,Max Strus,SF,25,10.6,1.4,0.4,0.2,MIA,68,16,23.3
522,Jalen Suggs,PG,20,11.8,4.4,1.2,0.4,ORL,48,45,27.2
523,Craig Sword,SG,28,2,0.3,1.3,0,WAS,3,0,6.3
524,Keifer Sykes,PG,28,5.6,1.9,0.4,0.1,IND,32,11,17.7
525,Jae'Sean Tate,SF,26,11.8,2.8,0.9,0.5,HOU,78,77,26.4
526,Jayson Tatum,SF,23,26.9,4.4,1,0.6,BOS,76,76,35.9
527,Terry Taylor,SG,22,9.6,1.2,0.4,0.2,IND,33,7,21.6
528,Garrett Temple,SG,35,5.2,1.3,0.7,0.4,NOP,59,16,18.6
529,Emanuel Terry,PF,25,0,0.7,0.3,0,PHO,3,0,6
530,Tyrell Terry,PG,21,1,0,0,0,MEM,2,0,1.5
531,Jon Teske,C,24,0,0.3,0.3,0,MEM,3,0,2.7
532,Daniel Theis,C,29,8.2,0.9,0.4,0.7,TOT,47,27,20.8
532,Daniel Theis,C,29,8.4,0.8,0.4,0.7,HOU,26,21,22.5
532,Daniel Theis,C,29,7.9,1,0.4,0.7,BOS,21,6,18.7
533,Brodric Thomas,SG,25,1.8,0.9,0.1,0.1,BOS,12,0,5
534,Cam Thomas,SG,20,8.5,1.2,0.5,0.1,BRK,67,2,17.6
535,Isaiah Thomas,PG,32,8.4,1.5,0.3,0.2,TOT,22,1,15.1
535,Isaiah Thomas,PG,32,9.3,1.5,0,0.5,LAL,4,1,25.3
535,Isaiah Thomas,PG,32,6,4,0,0,DAL,1,0,13
535,Isaiah Thomas,PG,32,8.3,1.4,0.4,0.2,CHO,17,0,12.9
536,Matt Thomas,SG,27,4,0.5,0.2,0.1,CHI,40,0,11.5
537,Klay Thompson,SG,31,20.4,2.8,0.5,0.5,GSW,32,32,29.4
538,Tristan Thompson,PF,30,6,0.6,0.4,0.4,TOT,57,6,15.7
538,Tristan Thompson,PF,30,6.2,0.6,0.4,0.4,SAC,30,3,15.2
538,Tristan Thompson,PF,30,7.3,0.5,0,0.5,IND,4,0,16.5
538,Tristan Thompson,PF,30,5.7,0.6,0.5,0.3,CHI,23,3,16.3
539,JT Thor,PF,19,2,0.6,0.2,0.3,CHO,33,0,7.9
540,Matisse Thybulle,SG,24,5.7,1.1,1.7,1.1,PHI,66,50,25.5
541,Killian Tillie,C,23,3.3,0.6,0.6,0.4,MEM,36,3,12.8
542,Xavier Tillman Sr.,PF,23,4.8,1.2,0.9,0.3,MEM,53,2,13.2
543,Isaiah Todd,PF,20,1.7,0.3,0.3,0.2,WAS,12,0,6.2
544,Obi Toppin,PF,23,9,1.1,0.3,0.5,NYK,72,10,17.1
545,Juan Toscano-Anderson,SF,28,4.1,1.7,0.7,0.2,GSW,73,6,13.6
546,Karl-Anthony Towns,C,26,24.6,3.6,1,1.1,MIN,74,74,33.5
547,Gary Trent Jr.,SG,23,18.3,2,1.7,0.3,TOR,70,69,35
548,P.J. Tucker,PF,36,7.6,2.1,0.8,0.2,MIA,71,70,27.9
549,Rayjon Tucker,SG,24,4.2,2,0.8,0,TOT,5,0,14.2
549,Rayjon Tucker,SG,24,2,1.3,0.3,0,DEN,3,0,9.7
549,Rayjon Tucker,SG,24,7.5,3,1.5,0,MIL,2,0,21
550,Myles Turner,C,25,12.9,1,0.7,2.8,IND,42,42,29.4
551,Jonas Valančiūnas,C,29,17.8,2.6,0.6,0.8,NOP,74,74,30.3
552,Denzel Valentine,SG,28,2.9,0.5,0.3,0,TOT,24,0,9.3
552,Denzel Valentine,SG,28,2.9,0.5,0.3,0,CLE,22,0,9.3
552,Denzel Valentine,SG,28,2.5,0,0.5,0,UTA,2,0,9
553,Jarred Vanderbilt,PF,22,6.9,1.3,1.3,0.6,MIN,74,67,25.4
554,Fred VanVleet,PG,27,20.3,6.7,1.7,0.5,TOR,65,65,37.9
555,Devin Vassell,SF,21,12.3,1.9,1.1,0.6,SAS,71,32,27.3
556,Gabe Vincent,PG,25,8.7,3.1,0.9,0.2,MIA,68,27,23.4
557,Nikola Vučević,C,31,17.6,3.2,1,1,CHI,73,73,33.1
558,Dean Wade,PF,25,5.3,1,0.6,0.1,CLE,51,28,19.2
559,Franz Wagner,SF,20,15.2,2.9,0.9,0.4,ORL,79,79,30.7
560,Moritz Wagner,C,24,9,1.4,0.3,0.2,ORL,63,3,15.2
561,Ish Wainright,PF,27,2.4,0.3,0.4,0.1,PHO,45,0,8
562,Kemba Walker,PG,31,11.6,3.5,0.7,0.2,NYK,37,37,25.6
563,Lonnie Walker IV,SG,23,12.1,2.2,0.6,0.3,SAS,70,6,23
564,M.J. Walker,SG,23,0,0.5,1,0,PHO,2,0,4
565,Tyrone Wallace,SG,27,2.8,0.2,0.5,0.2,NOP,6,0,12.5
566,Derrick Walton,PG,26,6.3,7,2.3,1.3,DET,3,3,36
567,Brad Wanamaker,PG,32,3.6,2.4,0.3,0.3,TOT,23,2,13.9
567,Brad Wanamaker,PG,32,3.5,2.2,0.2,0.3,IND,22,1,13.3
567,Brad Wanamaker,PG,32,7,7,2,0,WAS,1,1,27
568,Duane Washington Jr.,PG,21,9.9,1.8,0.5,0.1,IND,48,7,20.2
569,P.J. Washington,PF,23,10.3,2.3,0.9,0.9,CHO,65,28,27.2
570,Yuta Watanabe,SF,27,4.3,0.6,0.3,0.4,TOR,38,4,11.7
571,Lindy Waters III,SG,24,8,1,0.8,0.3,OKC,25,1,18.6
572,Tremont Waters,PG,24,3.3,2.3,1.7,0,TOT,3,0,16.7
572,Tremont Waters,PG,24,4,3.5,2,0,TOR,2,0,21
572,Tremont Waters,PG,24,2,0,1,0,WAS,1,0,8
573,Trendon Watford,SF,21,7.6,1.7,0.5,0.6,POR,48,10,18.1
574,Paul Watson,SF,27,3.4,0.9,0.3,0.3,OKC,9,3,17.3
575,Quinndary Weatherspoon,SG,25,2.7,0.5,0.1,0.1,GSW,11,0,6.6
576,Russell Westbrook,PG,33,18.5,7.1,1,0.3,LAL,78,78,34.3
577,Coby White,PG,21,12.7,2.9,0.5,0.2,CHI,61,17,27.5
578,Derrick White,SG,27,13.2,4.9,0.9,0.8,TOT,75,52,29.3
578,Derrick White,SG,27,14.4,5.6,1,0.9,SAS,49,48,30.3
578,Derrick White,SG,27,11,3.5,0.6,0.6,BOS,26,4,27.4
579,Hassan Whiteside,C,32,8.2,0.4,0.3,1.6,UTA,65,8,17.9
580,Joe Wieskamp,SG,22,2.1,0.3,0.1,0.1,SAS,29,0,7.1
581,Aaron Wiggins,SG,23,8.3,1.4,0.6,0.2,OKC,50,35,24.2
582,Andrew Wiggins,SF,26,17.2,2.2,1,0.7,GSW,73,73,31.9
583,Lindell Wigginton,PG,23,4.2,1.2,0.3,0.1,MIL,19,0,10.5
584,Brandon Williams,PG,22,12.9,3.9,1,0.4,POR,24,16,26.7
585,Grant Williams,PF,23,7.8,1,0.5,0.7,BOS,77,21,24.4
586,Kenrich Williams,SF,27,7.4,2.2,0.9,0.2,OKC,49,0,21.9
587,Lou Williams,PG,35,6.3,1.9,0.5,0.1,ATL,56,0,14.3
588,Patrick Williams,PF,20,9,0.9,0.5,0.5,CHI,17,9,24.8
589,Robert Williams,C,24,10,2,0.9,2.2,BOS,61,61,29.6
590,Ziaire Williams,SF,20,8.1,1,0.6,0.2,MEM,62,31,21.7
591,D.J. Wilson,PF,25,7.5,1.3,1.3,0.3,TOR,4,1,13.5
592,Dylan Windler,SF,25,2.2,0.7,0.3,0.1,CLE,50,0,9.2
593,Justise Winslow,SF,25,5.7,1.8,0.7,0.5,TOT,48,11,16.1
593,Justise Winslow,SF,25,4.2,1.4,0.6,0.5,LAC,37,1,12.9
593,Justise Winslow,SF,25,10.7,2.9,1.3,0.6,POR,11,10,26.8
594,Cassius Winston,PG,23,2,1,0,0,WAS,7,0,5.6
595,Christian Wood,C,26,17.9,2.3,0.8,1,HOU,68,67,30.8
596,Robert Woodard II,SF,22,0.6,0.3,0.1,0.1,SAC,12,0,3.5
597,Delon Wright,SG,29,4.4,2.4,1.2,0.2,ATL,77,8,18.9
598,McKinley Wright IV,PG,23,1,0.6,0,0,MIN,5,0,3.8
599,Moses Wright,PF,23,1.3,0.5,0,0.3,TOT,4,0,3.5
599,Moses Wright,PF,23,0,1,0,0,LAC,1,0,1
599,Moses Wright,PF,23,1.7,0.3,0,0.3,DAL,3,0,4.3
600,Gabe York,SG,28,4,2,1,0.5,IND,2,0,10.5
601,Thaddeus Young,PF,33,6.2,2,1,0.3,TOT,52,1,16.3
601,Thaddeus Young,PF,33,6.1,2.3,0.9,0.3,SAS,26,1,14.2
601,Thaddeus Young,PF,33,6.3,1.7,1.2,0.4,TOR,26,0,18.3
602,Trae Young,PG,23,28.4,9.7,0.9,0.1,ATL,76,76,34.9
603,Omer Yurtseven,C,23,5.3,0.9,0.3,0.4,MIA,56,12,12.6
604,Cody Zeller,C,29,5.2,0.8,0.3,0.2,POR,27,0,13.1
605,Ivica Zubac,C,24,10.3,1.6,0.5,1,LAC,76,76,24.4